word,reading,pos,meaning,collocation,count,source,is_n2_core,examples,meaning_detail,quadrant
弱い,よわい,形容詞,弱,弱いの / 弱いことが / 弱いが,5,真题,否,て記憶力が弱くなった」 / とか、「できていたはずなのに」,①弱的（彼は弱いです｜他很弱）②脆弱的（この材料は弱い｜这个材料很脆弱）,边缘词
孤独,こどく,名詞,孤独,孤独な / 孤独を / 孤独が,5,真题,否,孤独になったときこそ思い出される。 / ら今日まで、僕は孤独に仕事をしてきた。,①孤独（彼は孤独です｜他很孤独）②寂寞（孤独を感じる｜感到孤独）,边缘词
取得,しゅとく,名詞,获得,取得する / 取得の / 取得が,5,真题,否,法に基づく休暇は育児をする女性のほとんどが取得しているものの、男性の取得率は3%にとどまって / 育児・介護休業法では、 (注1) 未就学児の病気・けがの看護を目的とする休暇の取得を認めている。,①获得（資格を取得する｜获得资格）②取得（情報を取得する｜获取信息）,边缘词
色んな,いろんな,連体詞,各种,色んなことが / 色んなの / 色んなに,5,真题,否,いても色んな側面が次々と現れてくるので飽きが来ないのだ。 / いろんな作家をちょっとずつ読む、というのでは、あまり身につくものがない。,①各种各样的（色んな人がいる｜有各种各样的人）②多种多样的（色んなことを試す｜尝试多种事情）,边缘词
側面,そくめん,名詞,方面,側面の / 側面を / 側面が,5,真题,否,いても色んな側面が次々と現れてくるので飽きが来ないのだ。 / 素質の影響が強いと思われますが、 知的側面や社会的側面の能力や適性は自分自身でもなかなかわから,①侧面（この問題の側面｜这个问题的侧面）②方面（多くの側面がある｜有很多方面）,边缘词
段,だん,名詞,段,段の / 段を / 段で,5,真题,否,段から「まずい、嫌い」 / 学生や聴衆(注1)より一段高いとこ,①段落（文章の段｜文章的段落）②等级（段を上げる｜提升等级）,边缘词
ショット,しょっと,名詞,拍摄,ショットを / ショットの / ショットが,5,真题,否,ショットパスをご購入ください。 / (奥山清行『ムーンショット デザイン幸福論』による),①拍摄（ショットを撮る｜拍摄照片）②击球（良いショット｜好球）,边缘词
庭園,ていえん,名詞,花园,庭園の / 庭園で / 庭園が,5,真题,否,以下は、ある庭園の案内である。 / 楽遊の表示がある博物館、美術館、寺院、庭園などで、このパスをお見せください。,①花园（美しい庭園｜美丽的花园）②庭院（庭園を散歩する｜在花园散步）,边缘词
冷静,れいせい,名詞,冷静,冷静な / 冷静を / 冷静が,5,真题,否,熱が下がるまで、冷静にしていたほうがいい。 / 不安定だったわが国の経済状態が、ようやく冷静になってきた。,①冷静（冷静に考える｜冷静思考）②沉着（冷静な判断｜冷静判断）,边缘词
袋,ふくろ,名詞,袋子,袋を持つ / 袋に入れる / 袋が破れる,5,真题,否,配られたプリントに、 ビニール袋を持参 / 受け取るティッシュの袋には、 旅行会社の名,①袋子（買い物袋です｜这是购物袋）②包裹（お菓子の袋｜糖果的袋子）,边缘词
休眠,きゅうみん,名詞,休息状态,休眠に入る / 休眠が続く / 休眠を解除する,5,真题,否,落ち、花芽は「休眠」 / という期間に入ります。,①休眠状态（植物が休眠中｜植物在休眠）②暂时停止（動物が休眠する｜动物在休眠）,边缘词
明らか,あきらか,形状詞,明显,明らかになる / 明らかにする / 明らかが示す,5,真题,否,といった / 必要かどうか明らかになります,①明显（事実は明らかだ｜事实很明显）②清楚（理由が明らかになる｜理由变得清楚）,边缘词
まさに,まさに,副詞,正是,まさにその通り / まさに正しい / まさに必要,5,真题,否,(注4) まさに : ちょうど / った人がいるが、 まさに (注)至言だろう。,①正是（まさにその通り｜正是这样）②恰好（まさに今です｜恰好是现在）,边缘词
動機,どうき,名詞,动机,動機がある / 動機を持つ / 動機を説明する,5,真题,否,しかし、「創造」 / という強い動機が必要なのだ。,①动机（彼の動機は不明だ｜他的动机不明）②原因（動機を探る｜探寻动机）,边缘词
記念,きねん,名詞,纪念,記念に残す / 記念を祝う / 記念を作る,5,真题,否,ご来館の記念に、世界で一つだけの作品を / 年は板ガラス製造において記念すべき年である。,①纪念（記念日を祝う｜庆祝纪念日）②纪念品（記念品を買う｜买纪念品）,边缘词
発明,はつめい,名詞,发明,発明をする / 発明がある / 発明を発表する,5,真题,否,この製造法の発明から実用化までは、 苦難の道であり7年の年月がかかったが、 / い板ガラスの製造法が発明されたが、作れる板ガラスの大きさには限りがあった。,①发明（新しい発明がある｜有新的发明）②创造（彼は発明家だ｜他是发明家）,边缘词
ずいぶん,ずいぶん,副詞,相当,ずいぶん多い / ずいぶん大きい / ずいぶん早い,5,真题,否,道具にしろ、 本にしろずいぶん多量 / この町の発展はあわただしく、数年前とは様子がずいぶん変わりました。,①非常（ずいぶん大きい｜非常大）②相当（ずいぶん時間がかかる｜相当花时间）,边缘词
勇気,ゆうき,名詞,勇气,勇気を持つ / 勇気が必要 / 勇気を出す,5,真题,否,. 考えつづけていれば、さらに勇気が持てるようになる / 行動し、変化する状況の中で考えつづけることを実践するのはかなり勇気が要るだろう。,①勇气（勇気を出す｜鼓起勇气）②胆量（彼は勇気がある｜他很有勇气）,边缘词
消極,しょうきょく,名詞,消极,消極的な態度 / 消極が影響する / 消極を克服する,5,真题,否,もちろん消極的な若者は困る。 / (注3)萎縮している : 自信をなくして消極的になっている,①消极（消極的な態度｜消极态度）②不积极（消極的な考え｜消极想法）,边缘词
確かめる,たしかめる,動詞,确认,確かめるために / 確かめることができる / 確かめる必要がある,5,真题,否,しんせいのじょうけんを確かめる / こんな時は、まず次の点をお確かめください。,①确认（事実を確かめる｜确认事实）②查明（真相を確かめる｜查明真相）,边缘词
内部,ないぶ,名詞,内部,内部に入る / 内部が見える / 内部を調査する,5,真题,否,で、内部を冷やしています。 / 冷蔵庫は、内部の熱を外側に出すこと,①内部（内部の構造｜内部结构）②里面（内部に入る｜进入内部）,边缘词
要る,いる,動詞,需要,要るものがある / 要る時間 / 要る費用,5,真题,否,要らないパソコンでしたら、快くもらっていきます。 / に備えて在学中にやっておきたいことのための時間も要ります。,①需要（お金が要る｜需要钱）②必要（時間が要る｜需要时间）,边缘词
打ち明ける,うちあける,動詞,坦白,打ち明けることができる / 打ち明ける必要がある / 打ち明ける相手,5,真题,否,親友の森さんには、どんな悩みも快く打ち明けられる。 / . 仕事でわからないことがあれば、 彼が何でも打ち明けてくれます。,①坦白（秘密を打ち明ける｜坦白秘密）②倾诉（心情を打ち明ける｜倾诉心情）,边缘词
相対,そうたい,名詞,相对,相対的な関係 / 相対が重要 / 相対を理解する,5,真题,否,化の中で、相対的に米の消費量が減少したのだろう。 / (注2)相対化しつつ考える: 他のものとの関係の中で考える,①相对（相対的な関係｜相对关系）②面对（相対して話す｜面对面交谈）,边缘词
合図,あいず,名詞,信号,合図を送る / 合図が出る / 合図を待つ,5,真题,否,(注)汽笛:船が港を出る時などに出す合図の音 / スタートの合図で、選手たちは一斉に走り出した。,①信号（合図を送る｜发出信号）②暗号（合図を出す｜发出暗号）,边缘词
